Strain	ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
QX1792	UNKNOWN		UNKNOWN	64859071	64108875	2655380	20.4005	62988172	1347499	113354	81696	70756	56464	39908	24377	15521	9011	5790	5676	6104	12222	44955	31887	5679	3629716	5139774	4304650	3402800	2638006	1187435	1343156	842395	528111	327049	
QX1793	UNKNOWN		UNKNOWN	48936656	48304429	2416149	13.7983	47668961	978519	74047	50827	40716	31603	21867	12683	6737	3797	1987	1788	2570	5287	21107	14160	0	2128540	3815223	3148689	2462468	1811732	648015	929007	570014	347137	200427	
QX1794	UNKNOWN		UNKNOWN	92199100	90624039	5907395	34.2933	89505857	1857988	150232	107152	88702	69047	47770	28405	18811	12006	10385	14534	19669	41878	138371	88293	0	4152284	7456758	6192658	4863339	3857333	1398511	1987816	1203358	738361	439448	
RC301	UNKNOWN		UNKNOWN	38102578	37846763	1674533	51.7609	36889510	771591	62299	45348	37885	29475	20430	12015	9867	8058	7946	10246	13844	27756	94948	61360	0	1716540	3072666	2600946	2074162	1702951	597968	857505	496791	314511	181347	
TWN2530	UNKNOWN		UNKNOWN	46238723	45995297	10209109	11.7163	44683015	1353424	68597	29682	21247	15837	12978	10045	7751	5920	4168	2745	1841	1479	1218	917	839	3052014	2456860	1869031	1334866	937514	587957	385700	236700	145757	90658	
TWN2542	UNKNOWN		UNKNOWN	67104499	66654174	11162781	12.9694	64738972	2026769	109152	47896	34913	27041	22482	17490	14070	10874	7774	5468	3778	3056	2705	2327	2069	4808288	3924543	3055812	2218776	1582963	1015138	659881	406048	254430	158950	
VJV2	UNKNOWN		UNKNOWN	22860550	22743893	3353309	8.64996	22182695	585454	30858	14940	10431	8155	6272	4510	3365	2371	1535	1157	925	728	622	625	563	1533545	1311705	1034667	773269	579021	338791	240763	151748	94812	59801	
WN2001	UNKNOWN		UNKNOWN	42262826	41831492	1214948	11.8848	41164436	849565	66444	43896	36238	28339	18579	11283	5966	3321	2181	2863	3394	5712	13485	7124	0	1873246	3316218	2755456	2185760	1636553	616959	889458	547523	340890	205001	
WN2002	UNKNOWN		UNKNOWN	57228600	56763731	2269288	10.8734	55763401	1144589	85944	59330	48370	35769	24942	14039	7191	4161	2912	3265	3915	6243	15756	8773	0	2527241	4471804	3704839	2897614	2148558	800973	1145289	696196	423723	245415	
WN2033	UNKNOWN		UNKNOWN	39948660	39621960	2276950	16.5697	38692012	1030456	61476	30516	21587	16283	12879	9866	7087	5280	3988	3003	2523	2786	3626	6197	20614	2955638	2493560	2006969	1532365	1114330	783667	497979	320832	199385	128147	
WN2050	UNKNOWN		UNKNOWN	38261283	37854458	1961709	8.9188	37255207	836755	52151	30275	22185	16631	12248	8054	4304	2402	1236	662	618	793	1207	3036	13519	2827660	2453110	2007525	1560331	1143210	801479	512958	332651	205718	137022	
WN2063	UNKNOWN		UNKNOWN	82108050	81353745	12260091	10.3737	80296327	1449643	108149	62991	37627	20189	15757	49311	43992	4107	3065	2142	1826	1578	1328	1302	1218	5967650	5350272	4522905	3677318	2921077	2205662	1553384	1068107	728441	503835	
WN2064	UNKNOWN		UNKNOWN	87632867	86840430	21062626	6.65475	85761983	1502905	126866	75148	42600	22682	15118	33719	29349	4205	2886	2033	1428	1066	877	767	666	6643336	6003582	5070173	4076336	3204896	2395700	1712745	1180285	809839	557165	
WN2066	UNKNOWN		UNKNOWN	85543805	84956926	11701379	9.61297	83512075	1641642	125606	70628	42363	24335	17762	44069	39038	5255	3836	2736	2123	1762	1457	1309	1117	6201109	5575138	4685586	3767458	2975750	2195782	1560962	1073548	740118	513896	
WN2068	UNKNOWN		UNKNOWN	39246544	39037710	5860788	14.6514	37825499	1198869	65878	28919	20382	14928	12554	10105	8559	6768	5516	4669	4286	3904	3360	3023	2890	3025338	2482152	1970559	1472920	1054656	699017	468323	296476	180882	112516	
WN2069	UNKNOWN		UNKNOWN	38062314	37821171	5668590	10.342	36694192	1179783	65962	28994	20099	14213	11384	8989	7059	5465	3981	3091	2234	1996	1711	1561	1270	2964696	2442733	1947969	1459443	1051144	697360	464171	295136	183973	113295	
WN2082	UNKNOWN		UNKNOWN	32792693	32706120	6124439	10.3223	31725918	921313	49927	22153	16705	12428	9936	7829	5698	4090	2658	1770	1149	805	637	644	636	2208355	1827881	1414858	1039152	763387	451932	311165	194478	118791	73869	
WN2086	UNKNOWN		UNKNOWN	29020235	28639509	6025962	9.44647	28050251	839998	43999	19819	14138	10885	8878	6824	5200	3587	2408	1600	1094	905	642	663	632	2014701	1679971	1318180	981992	737404	469607	332470	218352	137458	85263	
WN2107	UNKNOWN		UNKNOWN	49263493	49080760	6432039	10.0187	47704035	1350850	63936	29215	21795	16565	13921	10957	8458	6253	4284	3055	2202	1924	1832	1785	1863	3614468	2998742	2332719	1731752	1281335	777523	536627	342541	213146	134205	
WN2109	UNKNOWN		UNKNOWN	29413443	29257816	3411141	11.6507	28464868	817744	37749	17159	12408	9640	7984	6364	5070	3760	2868	2225	1690	1472	1434	1567	1532	2078285	1710158	1324279	981626	720301	442286	302712	194376	121270	75594	
WN2117	UNKNOWN		UNKNOWN	29546260	29439497	3394369	11.0834	28590252	818968	39812	18817	13977	10624	8647	6892	5486	3934	2628	1959	1698	1382	1175	1275	1370	2059454	1715398	1343719	1005281	755222	458879	315039	196539	122541	78729	
WN2130	UNKNOWN		UNKNOWN	31734101	31609144	3135247	5.9526	30967523	662499	35810	17660	12607	8844	6597	4686	3397	2506	1787	1328	1000	903	788	718	694	2027935	1806237	1458790	1132448	940973	507071	403197	269289	170731	115089	
WN2136	UNKNOWN		UNKNOWN	43864497	40533066	5537057	7.38483	42767538	935460	49324	25245	19076	13956	10828	7990	5801	4096	2955	2234	1918	1750	1449	1444	1437	2807944	2504429	2026181	1582555	1291186	745641	601565	441980	351870	344029	
WN2151	UNKNOWN		UNKNOWN	28948847	28820377	2912262	9.09916	28225022	613874	31414	16844	11884	8872	6781	4869	3852	3140	2515	2024	1820	1569	1522	1379	1387	1812458	1606651	1294355	1001336	827092	453759	354617	235410	148819	100495	
WN2164	UNKNOWN		UNKNOWN	33131411	32994981	3610258	8.86286	32277532	722303	38117	19775	14479	10781	8270	6039	4729	3422	2552	2255	1939	1707	1716	1640	1620	2138241	1889498	1521880	1180297	973513	534940	414124	272853	172996	118299	
WN2200	UNKNOWN		UNKNOWN	77000288	76402153	8675083	8.50405	74588180	2078626	106072	48134	35637	26639	21748	17051	13408	9233	6383	4280	3177	2524	2070	1887	1974	5662277	4843077	3857001	2910917	2184487	1343869	946559	595579	375048	238979	
WN2204	UNKNOWN		UNKNOWN	92822492	92356224	12897212	8.63914	90004717	2437930	117925	54146	39700	30075	24026	18245	13810	9971	7106	4862	3726	3197	2924	2721	2942	6623871	5596242	4405640	3286156	2446722	1447648	995543	617726	382353	244042	
WN2217	UNKNOWN		UNKNOWN	101538199	101053600	13778429	9.24189	98394847	2708524	138178	64550	47580	35307	27733	21637	16356	11746	7853	5627	4186	3346	3171	2951	2939	7202945	6077853	4758818	3533286	2620478	1559800	1076383	666282	415165	265582	
WN2238	UNKNOWN		UNKNOWN	98466695	98268399	12995712	9.99726	95276530	2720751	145325	68011	49980	38272	30585	24273	18484	13319	9269	5972	4414	3522	3176	3170	3113	7289620	6185778	4875869	3633702	2680724	1614630	1108009	689012	428360	278278	
XZ1513	UNKNOWN		UNKNOWN	42688770	40151883	2067895	15.8298	41553436	927388	53687	29996	21647	16313	12007	7866	4647	2430	1830	1370	1532	2388	3797	8944	39492	2953637	2557947	2099533	1658475	1275732	996158	698480	508440	341651	222242	
XZ1514	UNKNOWN		UNKNOWN	47430055	43089108	1596630	8.09558	46211631	1027015	59156	32982	23165	16624	11699	7793	4346	2033	1204	862	1020	1316	2213	5042	21954	3328112	2944789	2434136	1971812	1589672	1267413	961131	718409	498148	328930	
XZ1515	UNKNOWN		UNKNOWN	39031836	36181013	1100351	9.30667	38016542	858392	47044	25788	17699	12786	9097	6231	3754	2063	1413	948	1066	1428	2508	5050	20027	2692989	2362021	1984191	1627545	1293136	1020774	763472	566648	396331	263645	
XZ1516	UNKNOWN		UNKNOWN	42452442	39969221	2579309	5.24279	41405976	903762	51758	27976	19050	13468	9337	5719	3275	1493	734	460	471	674	903	1617	5769	2865837	2433480	1968632	1515142	1135921	813594	567737	391671	257738	167333	
XZ1672	UNKNOWN		UNKNOWN	25450622	25288307	2262953	20.6806	24386869	799911	50090	23077	16605	13176	11492	10006	8410	7352	6259	6009	5529	5459	5319	5160	4900	2109096	1810540	1510149	1175137	888851	618592	425773	270024	171145	109041	
XZ1734	UNKNOWN		UNKNOWN	34543041	34243310	2737361	10.2848	33227768	1099826	70678	31927	22163	15877	12800	10346	8190	6037	4259	3135	2226	1877	1494	1154	1205	2819239	2403526	1973409	1511678	1123470	755526	517535	326414	207407	132077	
XZ1735	UNKNOWN		UNKNOWN	27436636	27292330	2406412	9.35894	26393869	878983	53031	24164	17281	12899	10639	8756	6597	4889	3515	2605	1901	1445	1164	899	814	2280385	1971468	1660061	1310723	997192	688153	459653	290692	186163	114289	
XZ1756	UNKNOWN		UNKNOWN	28510738	28316416	2501320	10.4478	27408837	912686	58004	26775	18581	13867	11681	8935	7305	5673	4191	3300	2448	1951	1696	1599	1492	2392453	2062359	1748680	1387606	1054132	733779	483946	307122	196827	119367	
XZ2018	UNKNOWN		UNKNOWN	29730323	29639292	2736685	12.9989	28545545	956631	59478	29687	21644	17300	14554	11860	10156	7829	5572	4323	3517	2946	2464	2138	2085	2592100	2249209	1907781	1516761	1155057	814485	532834	338833	214377	130160	
XZ2019	UNKNOWN		UNKNOWN	34971835	34581311	2844226	15.2116	33584159	1091171	67639	30606	22665	17234	14687	11717	9719	7948	6299	5494	4920	4734	4385	4297	4298	2996068	2557607	2104122	1621399	1208554	822023	560420	358603	223902	139350	
XZ2020	UNKNOWN		UNKNOWN	24164879	23826615	2040309	28.5846	23081640	745232	42473	19531	15911	13152	11606	10730	9669	8869	8307	8218	8185	8145	8162	8266	8303	1911852	1652576	1388740	1101209	853919	616887	436844	280626	178859	111411	
XZ2211	UNKNOWN		UNKNOWN	47010167	46597717	6697459	11.6451	45408238	1381263	69912	29731	22581	17072	14436	11144	8838	6944	5029	3814	2570	2186	1689	1577	1554	3442590	2809365	2188887	1600524	1146551	738333	491276	313089	196697	120982	
